Person_ID	Date	Company	Amount
30	6/28/2013	Abbott Laboratories	97650
37	3/23/2013	Johnson Controls, Inc.	8350
26	4/25/2007	Emerson Electric Co	750
5	12/21/2003	Wal-Mart Stores, Inc.	100
33	11/8/2005	Plains All American Pipeline, L. P.	750
10	1/20/2002	State Farm Insurance	80500
32	8/26/2014	Sunoco Inc	1000
19	6/22/2003	General Dynamics Corporation	8000
36	8/13/2013	ChevronTexaco Corporation	9000
7	5/1/2009	MassMutual Financial Group	1000
40	7/15/2006	Target Corporation	100000
5	4/2/2004	U.S. Bancorp	750
1	5/13/2007	New York Life Insurance Company	1000
17	10/27/2006	DuPont	300
28	12/19/2004	The Northwestern Mutual Life Insurance Company	9000
35	11/13/2016	Citigroup Inc	9000
45	4/24/2010	The PNC Financial Services Group	2500
10	11/6/2005	Manpower Inc.	9000
31	8/6/2009	The Northwestern Mutual Life Insurance Company	2500
1	3/7/2009	American Express Company	2500
19	12/20/2015	Walgreen Company	1500
46	8/16/2007	United Services Automobile Association	80500
9	4/27/2012	Valero Energy Corp	8350
3	9/3/2011	Intel Corporation	5400
34	5/27/2007	Bank of America Corporation	9000
12	8/6/2000	Supervalu Inc	1500
44	8/7/2013	PepsiCo, Inc.	8350
24	3/22/2016	Medco Health Solutions Inc	1500
41	10/10/2003	Murphy Oil Corp	1500
10	4/6/2004	McKesson Corporation	100000
33	2/26/2002	Archer-Daniels-Midland Company	2500
11	5/12/2011	Target Corporation	200
43	4/27/2006	Safeway Inc.	100000
41	8/5/2000	Motorola Inc	500
32	9/26/2007	Safeway Inc.	1000
27	4/10/2001	Murphy Oil Corp	2500
16	12/15/2004	TJX Companies, Inc.	100
4	11/9/2014	Time Warner Inc.	9000
23	7/14/2004	AT&T Corp	500
12	2/13/2012	American Airlines - AMR	100000
10	2/26/2005	Sears Holdings Corporation	900
45	9/25/2013	Target Corporation	80500
18	6/4/2003	Health Net, Inc.	750
33	10/19/2003	Wal-Mart Stores, Inc.	750
9	12/19/2016	GMAC	2500
4	1/7/2006	Prudential Financial, Inc	500
36	5/13/2005	Health Net, Inc.	9000
19	7/20/2010	Caterpillar Inc.	100
4	5/22/2004	CHS Inc	300
23	7/13/2002	CVS Caremark	750
14	12/18/2001	Honeywell International	80500
27	2/21/2006	Wells Fargo & Company	1000
35	6/4/2008	American Airlines - AMR	100000
37	4/4/2004	Whirlpool Corporation	1500
46	7/22/2005	Capital One Financial Corp	300
21	11/20/2004	Comcast Corporation	97650
40	12/28/2013	State Farm Insurance	300
43	4/23/2014	HCA Inc.	4500
18	2/9/2014	The Boeing Company	10000
13	10/20/2000	Eli Lilly and Co	900
9	12/16/2010	Hewlett-Packard Company	4500
22	8/27/2013	General Motors Corporation	900
8	10/27/2000	Northrop Grumman Corporation	100000
23	2/9/2012	The Boeing Company	1200
48	8/7/2012	Raytheon Company	100
37	6/13/2003	DuPont	1200
35	10/1/2002	General Electric Company	1200
14	10/1/2002	Citigroup Inc	8350
18	6/1/2010	Cisco Systems, Inc.	1200
30	5/19/2014	Microsoft Corporation	8350
36	2/28/2001	Raytheon Company	2500
47	9/24/2011	Sears Holdings Corporation	97650
22	4/8/2015	Valero Energy Corp	75000
34	5/12/2009	McDonald's Corporation	200
38	10/9/2016	Ford Motor Company	900
49	9/28/2016	Aetna Inc.	500
28	8/12/2005	American Airlines - AMR	750
35	5/13/2014	International Assets Holding	10000
8	8/20/2010	FedEx Corporation	500
19	2/12/2001	Capital One Financial Corp	8350
34	3/11/2008	SYSCO Corporation	100000
27	10/25/2004	Enterprise GP Holdings	300
15	12/5/2007	Procter & Gamble Co	8350
40	4/15/2003	The Dow Chemical Company	10000
27	6/28/2015	Macy's	300
41	2/19/2010	ConocoPhillips	2500
5	7/24/2007	Nationwide Mutual Insurance Co	900
34	6/16/2006	J.C. Penney Company, Inc.	200
44	1/2/2005	Kraft Foods	80500
9	1/9/2010	Fluor Corporation	500
5	11/21/2015	Lowe's Companies, Inc.	100
47	3/3/2005	Delta Air Lines Inc	200
10	8/24/2007	Walgreen Company	75000
49	10/24/2016	Supervalu Inc	80500
19	4/3/2004	Goldman Sachs Group	200
19	11/10/2003	Honeywell International	100
11	11/23/2006	SYSCO Corporation	1500
14	6/10/2000	Freddie Mac	1500
32	9/22/2016	Avnet, Inc.	10000
31	11/20/2014	General Dynamics Corporation	1200
28	9/20/2010	Google	200
12	6/23/2002	Motorola Inc	300
43	8/5/2005	Amerada Hess Corporation	10000
21	2/2/2016	J.C. Penney Company, Inc.	10000
14	9/20/2014	American Airlines - AMR	75000
12	3/13/2013	Merck & Co Inc	100
9	10/18/2016	Hartford Financial Services Group	80500
8	6/6/2011	Ford Motor Company	1200
22	7/26/2015	Publix Super Markets	750
48	7/15/2012	AFLAC Incorporated	2500
37	11/16/2007	Nationwide Mutual Insurance Co	900
12	9/10/2013	UAL Corporation(United Airlines)	1200
22	7/25/2009	American Airlines - AMR	10000
37	5/4/2004	Delta Air Lines Inc	8350
33	9/5/2005	FPL Group Inc	9000
27	11/28/2000	MetLife, Inc.	100
21	3/10/2014	Wal-Mart Stores, Inc.	100
21	2/9/2006	Sprint	500
21	6/2/2016	Tesoro Petroleum Corp	300
44	11/11/2011	CIGNA Corporation	75000
12	11/2/2002	The Northwestern Mutual Life Insurance Company	75000
12	3/16/2016	Nationwide Mutual Insurance Co	1000
11	4/26/2004	Bristol-Myers Squibb Co.	80500
35	1/6/2006	Home Depot, Inc.	100000
41	6/28/2004	United Technologies Corporation	9000
34	6/10/2009	Publix Super Markets	500
4	7/15/2008	News Corp	8000
39	2/9/2010	Honeywell International	900
2	4/21/2014	Capital One Financial Corp	5400
39	2/28/2009	Safeway Inc.	8350
46	8/1/2012	WellPoint Health Networks	80500
34	5/13/2009	McKesson Corporation	80500
5	4/17/2014	Raytheon Company	1000
12	11/27/2008	Cardinal Health, Inc	5400
14	10/5/2015	UAL Corporation(United Airlines)	10000
22	12/6/2007	Safeway Inc.	100
30	9/4/2016	United Parcel Service of America, Inc	80500
24	7/18/2000	Rite Aid Corporation	300
23	11/6/2015	DuPont	80500
49	10/8/2012	American Airlines - AMR	1200
26	5/28/2005	Freddie Mac	5400
46	3/6/2016	Manpower Inc.	200
30	3/5/2014	United Health Group Inc	8350
9	7/6/2005	ConocoPhillips	97650
16	2/27/2012	CVS Caremark	10000
12	6/23/2002	Aetna Inc.	8000
26	2/24/2000	The Coca-Cola Company	80500
33	5/8/2016	Sunoco Inc	80500
32	1/17/2009	HCA Inc.	900
12	8/21/2009	Aetna Inc.	1000
35	9/14/2006	PepsiCo, Inc.	4500
39	12/18/2005	Target Corporation	8000
4	2/7/2011	Fluor Corporation	75000
46	4/5/2007	Humana Inc.	75000
29	1/1/2013	McDonald's Corporation	750
25	12/6/2003	Wells Fargo & Company	5400
20	1/6/2007	United Parcel Service of America, Inc	5400
4	9/7/2007	TIAA-CREF	10000
38	4/16/2011	McDonald's Corporation	80500
16	5/20/2007	Johnson & Johnson	9000
9	2/7/2002	Home Depot, Inc.	1200
8	2/6/2008	Occidental Petroleum Corp	9000
5	8/25/2001	Sunoco Inc	750
7	10/2/2013	Fannie Mae	100000
48	9/26/2015	General Motors Corporation	4500
38	1/12/2011	Supervalu Inc	1000
9	3/7/2012	The Dow Chemical Company	1500
34	6/12/2001	Kraft Foods	9000
40	3/28/2015	L-3 Communications Hldgs.	10000
39	3/6/2016	Wells Fargo & Company	100000
22	5/21/2010	News Corp	8000
36	10/3/2014	3M Company	900
45	9/25/2016	International Paper Company	4500
3	9/16/2010	Express Scripts	4500
27	6/1/2004	Microsoft Corporation	2500
3	8/15/2002	TJX Companies, Inc.	97650
24	11/6/2009	Johnson Controls, Inc.	4500
19	6/12/2002	Johnson Controls, Inc.	200
40	11/14/2004	Time Warner Cable	2500
18	2/9/2010	Abbott Laboratories	200
33	12/20/2013	Abbott Laboratories	100000
19	11/13/2011	DuPont	1500
42	5/22/2015	Pfizer Inc.	9000
21	10/21/2012	Fannie Mae	200
42	11/15/2008	The Kroger Co	4500
48	11/24/2011	AmerisourceBergen Corporation	9000
47	12/20/2008	Alcoa	1000
15	11/12/2004	Sunoco Inc	100
2	2/20/2009	International Business Machines Corporation	100000
23	3/17/2003	Aetna Inc.	750
38	11/4/2003	Kraft Foods	8000
49	1/2/2001	Costco Wholesale Corp.	750
38	3/26/2011	Macy's	300
33	5/13/2006	Valero Energy Corp	8000
38	12/28/2008	Kimberly-Clark Corp	900
4	5/3/2005	United Services Automobile Association	1500
24	7/21/2013	American Express Company	100
12	12/24/2016	Altria Group Inc	80500
9	5/25/2012	Kohl's Corporation	80500
6	2/25/2001	Caterpillar Inc.	200
34	4/8/2007	Goodyear Tire & Rubber	9000
28	1/5/2007	New York Life Insurance Company	900
15	5/10/2007	The PNC Financial Services Group	4500
16	7/11/2014	Avnet, Inc.	8350
10	6/1/2002	Time Warner Cable	300
14	5/25/2001	Deere & Company	9000
16	3/11/2013	Ingram Micro	10000
47	6/5/2011	Home Depot, Inc.	1000
3	11/1/2003	Sprint	80500
29	8/23/2010	FedEx Corporation	300
20	6/21/2012	American Express Company	1500
1	6/17/2004	Target Corporation	80500
31	3/4/2011	Goldman Sachs Group	8350
8	4/22/2000	Time Warner Inc.	1000
10	5/19/2015	Delta Air Lines Inc	9000
21	8/16/2006	Supervalu Inc	5400
38	9/4/2001	Macy's	200
4	10/17/2016	Coca-Cola Enterprises	80500
36	12/19/2015	Motorola Inc	1000
18	9/7/2012	TIAA-CREF	5400
28	11/4/2005	CIGNA Corporation	2500
37	10/18/2007	Oracle Corporation	100
40	7/2/2005	International Business Machines Corporation	4500
10	3/28/2003	SYSCO Corporation	200
15	1/27/2003	United Health Group Inc	75000
40	8/21/2015	Plains All American Pipeline, L. P.	900
26	8/21/2002	Raytheon Company	100
46	6/11/2008	United Parcel Service of America, Inc	300
25	9/19/2000	Freddie Mac	200
39	6/25/2004	Northrop Grumman Corporation	5400
36	2/10/2004	Goodyear Tire & Rubber	100000
22	2/19/2002	Hewlett-Packard Company	200
1	3/6/2013	American Airlines - AMR	100
12	10/18/2010	Northrop Grumman Corporation	80500
15	6/4/2002	Fannie Mae	300
45	2/16/2014	Ingram Micro	97650
37	9/22/2010	Coca-Cola Enterprises	900
38	10/19/2016	American Airlines - AMR	8000
47	8/12/2007	Manpower Inc.	1000
11	9/12/2003	AmerisourceBergen Corporation	100000
29	11/6/2003	Valero Energy Corp	4500
37	6/9/2001	CHS Inc	75000
39	3/21/2012	TJX Companies, Inc.	80500
1	11/2/2015	Express Scripts	1500
16	11/27/2010	International Business Machines Corporation	97650
40	8/27/2007	American Express Company	5400
7	5/17/2015	Alcoa	100
26	5/15/2007	The Dow Chemical Company	100000
34	7/12/2004	General Dynamics Corporation	100
17	11/27/2010	Whirlpool Corporation	75000
49	3/27/2011	Honeywell International	900
5	6/17/2011	Wal-Mart Stores, Inc.	4500
33	4/26/2001	Nationwide Mutual Insurance Co	100
2	6/3/2002	Citigroup Inc	80500
41	6/25/2010	Raytheon Company	100
40	2/7/2015	Southern Company	1000
45	11/7/2006	New York Life Insurance Company	750
4	11/13/2016	Time Warner Inc.	9000
19	4/24/2014	International Paper Company	2500
4	9/2/2008	Southern Company	900
39	9/16/2008	Health Net, Inc.	100000
24	12/24/2015	Comcast Corporation	9000
28	11/12/2013	CIGNA Corporation	1200
42	7/25/2003	Comcast Corporation	9000
29	12/12/2006	American Airlines - AMR	100000
27	3/1/2015	Ford Motor Company	4500
21	9/27/2001	Intel Corporation	1200
18	6/9/2013	SYSCO Corporation	9000
19	6/12/2016	Merck & Co Inc	200
40	3/11/2000	Merck & Co Inc	500
33	6/5/2011	Safeway Inc.	1200
20	2/27/2015	Tech Data Corporation	80500
14	12/17/2002	Marathon Oil Corp.	750
11	4/27/2007	American Airlines - AMR	100000
9	8/14/2016	Valero Energy Corp	80500
19	5/21/2006	Cisco Systems, Inc.	2500
1	4/3/2005	Manpower Inc.	75000
6	1/13/2014	Hartford Financial Services Group	1200
1	8/1/2006	United Parcel Service of America, Inc	100000
39	11/16/2014	Verizon Communications	200
29	8/6/2006	Tesoro Petroleum Corp	1000
27	12/7/2007	Ford Motor Company	10000
14	8/19/2008	CHS Inc	750
31	8/10/2011	Sprint	100000
5	3/2/2004	CVS Caremark	100000
25	7/1/2012	Valero Energy Corp	10000
49	4/2/2011	Kraft Foods	75000
7	2/4/2010	Exxon Mobil Corporation	500
39	9/7/2004	International Assets Holding	80500
16	2/5/2016	Goldman Sachs Group	4500
45	12/13/2011	Emerson Electric Co	5400
44	10/18/2010	J.P. Morgan Chase & Co	500
37	8/8/2013	New York Life Insurance Company	8000
25	12/7/2008	Google	2500
25	9/11/2009	SYSCO Corporation	2500
18	11/24/2004	State Farm Insurance	200
39	11/13/2003	Enterprise GP Holdings	1200
36	10/25/2004	Staples, Inc.	750
10	1/15/2000	Nike Inc.	80500
33	2/23/2006	United Health Group Inc	10000
14	6/11/2016	Avnet, Inc.	100000
45	8/10/2014	Murphy Oil Corp	900
43	11/24/2013	Occidental Petroleum Corp	500
20	10/3/2008	Deere & Company	750
8	10/26/2015	L-3 Communications Hldgs.	5400
16	3/3/2006	3M Company	9000
39	11/20/2005	Apple Computer, Inc	2500
36	6/27/2001	Safeway Inc.	10000
6	10/8/2005	United Technologies Corporation	5400
39	3/2/2014	Microsoft Corporation	100
20	6/11/2014	Hewlett-Packard Company	2500
45	1/13/2004	Hewlett-Packard Company	300
34	8/17/2004	Deere & Company	750
4	2/16/2014	Fannie Mae	100000
4	4/27/2012	United Technologies Corporation	9000
24	1/16/2009	Lowe's Companies, Inc.	8350
11	3/27/2016	DuPont	900
17	11/27/2001	Enterprise GP Holdings	200
12	6/9/2003	Caterpillar Inc.	500
39	10/2/2010	Fannie Mae	1500
42	6/12/2004	Nike Inc.	1000
37	4/21/2004	Express Scripts	2500
15	9/10/2001	General Electric Company	100
29	12/1/2014	Rite Aid Corporation	5400
49	12/16/2004	Ingram Micro	8350
5	7/8/2000	Honeywell International	5400
24	5/16/2001	Raytheon Company	4500
11	5/3/2015	AT&T Corp	900
18	11/22/2014	ConocoPhillips	97650
31	5/1/2014	American Express Company	80500
11	8/8/2012	The Coca-Cola Company	100000
45	4/20/2002	Coca-Cola Enterprises	8350
49	9/28/2007	The Allstate Corporation	200
12	12/10/2014	Microsoft Corporation	900
2	5/3/2004	Microsoft Corporation	750
43	10/27/2004	Safeway Inc.	4500
32	1/25/2003	The Kroger Co	8350
40	7/16/2004	Constellation Energy Group	75000
4	3/11/2005	Murphy Oil Corp	1500
16	2/15/2012	CVS Caremark	300
10	6/23/2007	News Corp	4500
32	3/16/2013	Kohl's Corporation	8350
13	1/20/2014	The Kroger Co	200
4	9/27/2003	Walgreen Company	100
49	8/17/2012	Freddie Mac	97650
25	5/11/2010	Sprint	9000
4	12/7/2010	Manpower Inc.	2500
28	11/26/2004	Target Corporation	8000
5	5/11/2014	Wal-Mart Stores, Inc.	100000
9	9/23/2001	Cisco Systems, Inc.	300
33	10/15/2008	Travelers Cos	9000
28	8/5/2014	New York Life Insurance Company	80500
36	5/21/2002	CVS Caremark	5400
28	2/2/2001	Archer-Daniels-Midland Company	9000
14	9/24/2002	FedEx Corporation	900
6	6/1/2012	Merck & Co Inc	300
49	9/28/2014	ChevronTexaco Corporation	750
12	2/22/2008	Deere & Company	300
1	2/7/2006	Exxon Mobil Corporation	100
43	1/2/2003	Goodyear Tire & Rubber	100000
46	2/23/2006	WellPoint Health Networks	5400
48	2/4/2012	Amazon.com Inc.	200
28	7/2/2010	ConocoPhillips	100
1	4/26/2009	Sears Holdings Corporation	750
11	7/26/2001	Prudential Financial, Inc	100000
7	3/1/2005	PepsiCo, Inc.	97650
48	1/25/2011	Coca-Cola Enterprises	97650
14	11/24/2010	AFLAC Incorporated	100
41	7/12/2005	Fluor Corporation	80500
5	1/18/2008	Emerson Electric Co	500
8	9/13/2001	Kraft Foods	1500
47	12/4/2013	Sprint	10000
27	11/2/2016	Abbott Laboratories	200
14	9/6/2002	General Motors Corporation	200
15	9/13/2004	Raytheon Company	4500
18	6/17/2009	Goodyear Tire & Rubber	100
19	6/16/2007	Sprint	9000
10	7/12/2015	SYSCO Corporation	200
37	7/10/2010	The Allstate Corporation	4500
4	11/15/2006	Avnet, Inc.	5400
26	5/28/2007	Tyson Foods Inc	97650
10	2/16/2013	U.S. Bancorp	2500
21	6/5/2009	International Paper Company	500
6	10/24/2000	Kraft Foods	750
8	7/25/2006	Hartford Financial Services Group	1000
6	1/16/2006	GMAC	4500
3	2/9/2002	Manpower Inc.	100
36	9/6/2010	Raytheon Company	2500
31	12/25/2016	Cardinal Health, Inc	10000
25	6/9/2000	Kraft Foods	80500
45	6/9/2009	Hewlett-Packard Company	97650
9	3/8/2000	Amazon.com Inc.	4500
20	6/10/2014	The Boeing Company	8000
29	8/2/2005	McKesson Corporation	100
28	3/15/2010	FPL Group Inc	500
25	7/28/2012	Motorola Inc	200
31	10/20/2001	Sears Holdings Corporation	10000
40	6/9/2008	United Parcel Service of America, Inc	500
28	7/1/2011	Aetna Inc.	8000
32	2/5/2000	U.S. Bancorp	900
13	11/20/2009	DuPont	5400
25	2/11/2005	Publix Super Markets	4500
39	3/7/2005	Lockheed Martin Corporation	300
43	7/17/2009	The Coca-Cola Company	8000
16	3/25/2011	UAL Corporation(United Airlines)	750
4	2/24/2003	J.P. Morgan Chase & Co	2500
10	9/19/2002	Fannie Mae	4500
38	8/20/2005	Capital One Financial Corp	100000
13	8/2/2005	CHS Inc	8000
3	10/7/2014	MetLife, Inc.	9000
12	9/18/2003	Ingram Micro	75000
18	1/26/2010	Merck & Co Inc	1000
11	1/2/2012	Citigroup Inc	100
36	1/23/2000	Cardinal Health, Inc	1500
32	9/12/2008	Ingram Micro	300
36	6/22/2002	Berkshire Hathaway	200
35	9/9/2005	American Airlines - AMR	200
15	5/4/2012	Amazon.com Inc.	8350
44	2/12/2001	Pfizer Inc.	300
14	4/2/2016	DuPont	750
33	11/28/2000	Cisco Systems, Inc.	5400
34	4/13/2014	Tesoro Petroleum Corp	5400
3	9/14/2013	Safeway Inc.	75000
48	9/23/2002	Safeway Inc.	10000
31	11/10/2012	Comcast Corporation	97650
39	3/24/2014	Altria Group Inc	75000
10	1/25/2007	Lockheed Martin Corporation	4500
48	3/7/2014	Sunoco Inc	9000
14	10/28/2006	Pfizer Inc.	100000
17	8/7/2000	The Allstate Corporation	1500
21	9/10/2001	Pfizer Inc.	1200
49	2/18/2012	Best Buy Co., Inc.	100000
29	6/9/2011	Constellation Energy Group	1000
20	6/9/2002	Exelon Corporation	2500
25	3/25/2016	New York Life Insurance Company	8000
10	7/3/2013	General Motors Corporation	900
48	3/11/2005	Amazon.com Inc.	8350
22	7/11/2008	Cisco Systems, Inc.	4500
34	11/15/2005	WellPoint Health Networks	8000
30	1/11/2014	U.S. Bancorp	8000
27	12/24/2013	Nike Inc.	900
8	4/11/2012	Wal-Mart Stores, Inc.	1000
11	1/1/2009	Staples, Inc.	8000
4	8/26/2002	Prudential Financial, Inc	8000
35	8/13/2003	Kimberly-Clark Corp	100
42	1/13/2006	General Electric Company	10000
36	7/16/2006	Berkshire Hathaway	8350
40	1/12/2010	Amerada Hess Corporation	4500
28	7/4/2010	Archer-Daniels-Midland Company	200
44	8/20/2014	Procter & Gamble Co	1000
27	5/2/2002	Publix Super Markets	1200
32	9/7/2013	Hartford Financial Services Group	75000
16	8/20/2002	Abbott Laboratories	1500
11	10/23/2008	Prudential Financial, Inc	1200
19	8/3/2005	Computer Sciences Corporation	1000
49	8/1/2006	Verizon Communications	75000
44	1/25/2009	FedEx Corporation	100
48	12/7/2003	United Services Automobile Association	2500
22	11/15/2008	U.S. Bancorp	750
34	1/13/2003	Marathon Oil Corp.	9000
42	3/4/2002	The Kroger Co	900
2	4/13/2009	Tesoro Petroleum Corp	500
29	9/6/2010	News Corp	100000
1	5/9/2015	SYSCO Corporation	8350
30	8/28/2010	UAL Corporation(United Airlines)	200
18	12/27/2002	ConocoPhillips	100000
49	12/18/2012	Cisco Systems, Inc.	80500
29	4/2/2015	Staples, Inc.	2500
40	9/13/2006	Google	97650
30	3/26/2009	Amerada Hess Corporation	5400
47	1/23/2016	J.C. Penney Company, Inc.	9000
26	4/18/2009	Hewlett-Packard Company	75000
38	10/22/2000	News Corp	200
6	10/20/2004	The Coca-Cola Company	5400
23	3/8/2010	AT&T Corp	500
42	2/17/2009	Caterpillar Inc.	75000
27	5/17/2003	Nike Inc.	4500
11	6/14/2004	Prudential Financial, Inc	500
7	11/12/2000	United Technologies Corporation	5400
3	4/22/2006	Caterpillar Inc.	1500
8	6/24/2014	J.C. Penney Company, Inc.	97650
39	8/25/2007	Johnson & Johnson	8350
35	10/4/2009	Medco Health Solutions Inc	1200
15	8/4/2015	Costco Wholesale Corp.	750
43	3/23/2012	Raytheon Company	9000
21	7/14/2002	Computer Sciences Corporation	1200
5	6/9/2007	Tech Data Corporation	8000
15	5/10/2014	News Corp	200
9	2/18/2001	Wal-Mart Stores, Inc.	80500
49	4/13/2013	Ingram Micro	5400
23	11/25/2005	Cisco Systems, Inc.	97650
9	2/19/2009	American Airlines - AMR	97650
1	7/20/2015	Avnet, Inc.	4500
4	2/16/2010	State Farm Insurance	80500
22	2/22/2012	Murphy Oil Corp	8350
30	2/16/2002	Coca-Cola Enterprises	300
27	3/19/2000	Liberty Mutual	75000
46	9/7/2015	News Corp	1000
17	6/19/2016	Exelon Corporation	100000
35	6/1/2016	The PNC Financial Services Group	900
20	5/6/2003	ConocoPhillips	8000
3	7/18/2016	Medco Health Solutions Inc	4500
30	7/17/2000	Archer-Daniels-Midland Company	200
8	5/21/2004	International Assets Holding	1500
40	9/2/2002	PepsiCo, Inc.	80500
32	2/6/2006	Exelon Corporation	300
44	9/28/2002	CVS Caremark	9000
18	10/20/2015	Motorola Inc	4500
5	12/22/2009	Procter & Gamble Co	10000
19	9/11/2016	Walgreen Company	5400
43	2/8/2016	International Assets Holding	75000
44	12/25/2002	Aetna Inc.	1500
19	6/13/2008	TJX Companies, Inc.	900
42	1/16/2010	Cisco Systems, Inc.	2500
41	12/1/2009	CVS Caremark	9000
26	1/9/2012	Motorola Inc	9000
24	3/12/2014	General Electric Company	8350
39	9/20/2007	American Airlines - AMR	200
29	8/18/2014	Supervalu Inc	200
23	4/8/2010	Johnson & Johnson	100000
7	6/3/2008	SYSCO Corporation	300
11	7/14/2001	J.C. Penney Company, Inc.	1500
13	12/24/2014	Oracle Corporation	9000
4	4/14/2013	General Electric Company	900
44	4/22/2011	Home Depot, Inc.	100
7	2/26/2013	Northrop Grumman Corporation	5400
5	8/4/2007	Time Warner Inc.	750
6	1/25/2003	Tyson Foods Inc	1500
22	5/16/2005	Capital One Financial Corp	750
7	7/27/2013	Time Warner Cable	2500
3	4/10/2012	Costco Wholesale Corp.	200
30	5/28/2006	American Express Company	1000
24	6/25/2002	Ford Motor Company	200
3	11/11/2015	WellPoint Health Networks	8000
35	12/17/2015	Tesoro Petroleum Corp	1200
24	7/28/2009	Walgreen Company	900
14	11/28/2014	Rite Aid Corporation	5400
24	10/18/2016	CIGNA Corporation	900
46	4/21/2006	International Assets Holding	2500
47	8/11/2006	McKesson Corporation	5400
3	2/21/2013	CVS Caremark	2500
7	11/20/2012	CHS Inc	300
33	4/17/2002	Ford Motor Company	8350
25	8/21/2006	Tech Data Corporation	100000
19	11/1/2010	Emerson Electric Co	200
12	7/15/2016	U.S. Bancorp	5400
14	12/6/2014	International Assets Holding	1200
2	10/26/2005	Sears Holdings Corporation	200
9	7/13/2007	New York Life Insurance Company	100000
31	10/7/2016	Avnet, Inc.	2500
25	11/24/2010	PepsiCo, Inc.	5400
13	2/26/2008	Travelers Cos	1000
23	8/10/2005	ChevronTexaco Corporation	1200
26	10/9/2008	Wal-Mart Stores, Inc.	200
21	10/10/2000	Johnson Controls, Inc.	100
43	11/26/2002	The Directv Group Inc	8350
23	1/6/2015	Lowe's Companies, Inc.	500
30	6/25/2016	Express Scripts	1200
34	5/12/2015	General Motors Corporation	1000
25	3/23/2004	PepsiCo, Inc.	200
14	4/11/2004	United Health Group Inc	1500
11	4/8/2000	Valero Energy Corp	1500
30	10/28/2003	Coca-Cola Enterprises	300
21	12/24/2003	Computer Sciences Corporation	500
3	4/11/2016	International Paper Company	200
9	4/26/2006	Raytheon Company	5400
40	8/1/2012	U.S. Bancorp	500
38	12/20/2014	HCA Inc.	4500
36	4/14/2000	MetLife, Inc.	9000
48	11/17/2006	Home Depot, Inc.	750
1	11/28/2016	Safeway Inc.	75000
15	11/18/2003	Travelers Cos	75000
2	2/17/2013	General Motors Corporation	75000
36	1/8/2002	Aetna Inc.	300
32	10/4/2012	American International Group	80500
19	5/23/2008	Cardinal Health, Inc	4500
18	7/28/2010	U.S. Bancorp	1000
22	6/16/2014	Tyson Foods Inc	900
49	2/21/2004	Enterprise GP Holdings	500
20	4/7/2015	Merck & Co Inc	9000
42	10/14/2014	Merck & Co Inc	8000
3	3/19/2006	UAL Corporation(United Airlines)	100000
10	11/4/2011	Constellation Energy Group	1500
44	5/5/2009	Johnson & Johnson	1200
43	5/25/2006	Ingram Micro	100000
34	11/17/2002	J.C. Penney Company, Inc.	200
43	6/10/2004	Hartford Financial Services Group	1000
3	8/13/2004	Merck & Co Inc	80500
18	6/1/2011	UAL Corporation(United Airlines)	75000
29	10/12/2007	Intel Corporation	900
5	9/14/2003	Best Buy Co., Inc.	8000
35	3/4/2016	ConocoPhillips	5400
29	6/11/2000	Whirlpool Corporation	10000
10	2/26/2000	Occidental Petroleum Corp	500
2	11/11/2016	Motorola Inc	750
44	12/10/2002	Sears Holdings Corporation	75000
15	6/28/2016	United Parcel Service of America, Inc	80500
22	1/8/2011	Target Corporation	75000
13	8/22/2009	Bristol-Myers Squibb Co.	1500
29	6/11/2005	Tesoro Petroleum Corp	1000
27	3/20/2007	L-3 Communications Hldgs.	1200
31	12/18/2002	Abbott Laboratories	4500
49	7/16/2016	Microsoft Corporation	97650
46	5/9/2011	Intel Corporation	900
31	12/24/2006	The Walt Disney Company	8000
26	10/16/2003	Staples, Inc.	9000
10	3/10/2013	Manpower Inc.	500
2	10/20/2007	Berkshire Hathaway	100000
35	1/23/2008	United Parcel Service of America, Inc	10000
38	8/3/2008	Constellation Energy Group	1500
4	8/16/2006	Berkshire Hathaway	500
1	7/27/2014	Walgreen Company	75000
6	3/6/2012	FedEx Corporation	1200
36	1/17/2001	United Technologies Corporation	8000
1	9/24/2012	Manpower Inc.	8350
10	1/1/2010	GMAC	100
40	6/7/2010	Kohl's Corporation	2500
18	7/11/2008	Bristol-Myers Squibb Co.	97650
31	12/26/2008	Tech Data Corporation	1500
43	2/9/2005	Lockheed Martin Corporation	5400
36	4/8/2004	Walgreen Company	100
30	10/28/2008	Sprint	8000
22	3/10/2016	GMAC	100
45	5/20/2006	The Coca-Cola Company	1000
26	10/25/2015	Johnson Controls, Inc.	9000
29	7/14/2012	Health Net, Inc.	100000
28	1/1/2005	Caterpillar Inc.	97650
30	2/15/2013	Aetna Inc.	8350
48	10/27/2009	Hartford Financial Services Group	4500
49	8/23/2002	Eli Lilly and Co	100000
14	9/20/2003	United Services Automobile Association	80500
34	9/11/2001	Exelon Corporation	750
19	2/17/2014	Philip Morris International	1000
25	3/2/2007	Staples, Inc.	1000
4	10/15/2012	Kimberly-Clark Corp	97650
44	8/5/2003	Hewlett-Packard Company	200
20	8/27/2013	Altria Group Inc	8350
42	4/17/2016	International Paper Company	100000
15	12/11/2001	Murphy Oil Corp	4500
7	6/2/2008	TIAA-CREF	80500
43	9/16/2008	Cisco Systems, Inc.	10000
3	2/5/2013	WellPoint Health Networks	1200
